state_name,state_cd,fips,first_tmsis_submission,year,data_source
Colorado,CO,08,2011-10-01,2020,TAF
Colorado,CO,08,2011-10-01,2021,TAF
Colorado,CO,08,2011-10-01,2022,TAF
Colorado,CO,08,2011-10-01,2023,TAF
Connecticut,CT,09,2015-04-01,2010,MAX
Connecticut,CT,09,2015-04-01,2011,MAX
Connecticut,CT,09,2015-04-01,2012,MAX
Connecticut,CT,09,2015-04-01,2013,MAX
Connecticut,CT,09,2015-04-01,2014,MAX-T
Connecticut,CT,09,2015-04-01,2015,MAX-T
Connecticut,CT,09,2015-04-01,2016,TAF
Connecticut,CT,09,2015-04-01,2017,TAF
Connecticut,CT,09,2015-04-01,2018,TAF
Connecticut,CT,09,2015-04-01,2019,TAF
Connecticut,CT,09,2015-04-01,2020,TAF
Connecticut,CT,09,2015-04-01,2021,TAF
Connecticut,CT,09,2015-04-01,2022,TAF
Connecticut,CT,09,2015-04-01,2023,TAF
"District of
Columbia",DC,11,2014-01-01,2010,MAX
"District of
Columbia",DC,11,2014-01-01,2011,MAX
"District of
Columbia",DC,11,2014-01-01,2012,MAX
"District of
Columbia",DC,11,2014-01-01,2013,MAX-T
"District of
Columbia",DC,11,2014-01-01,2014,TAF
"District of
Columbia",DC,11,2014-01-01,2015,TAF
"District of
Columbia",DC,11,2014-01-01,2016,TAF
"District of
Columbia",DC,11,2014-01-01,2017,TAF
"District of
Columbia",DC,11,2014-01-01,2018,TAF
"District of
Columbia",DC,11,2014-01-01,2019,TAF
"District of
Columbia",DC,11,2014-01-01,2020,TAF
"District of
Columbia",DC,11,2014-01-01,2021,TAF
"District of
Columbia",DC,11,2014-01-01,2022,TAF
"District of
Columbia",DC,11,2014-01-01,2023,TAF
Delaware,DE,10,2014-01-01,2010,MAX
Delaware,DE,10,2014-01-01,2011,MAX
Delaware,DE,10,2014-01-01,2012,MAX
Delaware,DE,10,2014-01-01,2013,MAX-T
Delaware,DE,10,2014-01-01,2014,TAF
Delaware,DE,10,2014-01-01,2015,TAF
Delaware,DE,10,2014-01-01,2016,TAF
Delaware,DE,10,2014-01-01,2017,TAF
Delaware,DE,10,2014-01-01,2018,TAF
Delaware,DE,10,2014-01-01,2019,TAF
Delaware,DE,10,2014-01-01,2020,TAF
Delaware,DE,10,2014-01-01,2021,TAF
Delaware,DE,10,2014-01-01,2022,TAF
Delaware,DE,10,2014-01-01,2023,TAF
Florida,FL,12,2013-10-01,2010,MAX
Florida,FL,12,2013-10-01,2011,MAX
Florida,FL,12,2013-10-01,2012,MAX
Florida,FL,12,2013-10-01,2013,MAX-T
Florida,FL,12,2013-10-01,2014,TAF
Florida,FL,12,2013-10-01,2015,TAF
Florida,FL,12,2013-10-01,2016,TAF
Florida,FL,12,2013-10-01,2017,TAF
Florida,FL,12,2013-10-01,2018,TAF
Florida,FL,12,2013-10-01,2019,TAF
Florida,FL,12,2013-10-01,2020,TAF
Florida,FL,12,2013-10-01,2021,TAF
Florida,FL,12,2013-10-01,2022,TAF
Florida,FL,12,2013-10-01,2023,TAF
Georgia,GA,13,2015-10-01,2010,MAX
Georgia,GA,13,2015-10-01,2011,MAX
Georgia,GA,13,2015-10-01,2012,MAX
Georgia,GA,13,2015-10-01,2013,MAX
Georgia,GA,13,2015-10-01,2014,MAX
Georgia,GA,13,2015-10-01,2015,MAX-T
Georgia,GA,13,2015-10-01,2016,TAF
Georgia,GA,13,2015-10-01,2017,TAF
Georgia,GA,13,2015-10-01,2018,TAF
Georgia,GA,13,2015-10-01,2019,TAF
Georgia,GA,13,2015-10-01,2020,TAF
Georgia,GA,13,2015-10-01,2021,TAF
Georgia,GA,13,2015-10-01,2022,TAF
Georgia,GA,13,2015-10-01,2023,TAF
Guam,GU,66,2015-01-01,2010,N/A
Guam,GU,66,2015-01-01,2011,N/A
Guam,GU,66,2015-01-01,2012,N/A
Guam,GU,66,2015-01-01,2013,N/A
Guam,GU,66,2015-01-01,2014,N/A
Guam,GU,66,2015-01-01,2015,TAF
Hawaii,HI,15,2014-10-01,2010,MAX
Hawaii,HI,15,2014-10-01,2011,MAX
Hawaii,HI,15,2014-10-01,2012,MAX
Hawaii,HI,15,2014-10-01,2013,MAX
Hawaii,HI,15,2014-10-01,2014,MAX-T
Hawaii,HI,15,2014-10-01,2015,TAF
Hawaii,HI,15,2014-10-01,2016,TAF
Hawaii,HI,15,2014-10-01,2017,TAF
Hawaii,HI,15,2014-10-01,2018,TAF
Hawaii,HI,15,2014-10-01,2019,TAF
Hawaii,HI,15,2014-10-01,2020,TAF
Hawaii,HI,15,2014-10-01,2021,TAF
Hawaii,HI,15,2014-10-01,2022,TAF
Hawaii,HI,15,2014-10-01,2023,TAF
Iowa CHIP,I4,96,2014-01-01,2010,N/A
Iowa CHIP,I4,96,2014-01-01,2011,N/A
Iowa CHIP,I4,96,2014-01-01,2012,N/A
Iowa CHIP,I4,96,2014-01-01,2013,N/A
Iowa CHIP,I4,96,2014-01-01,2014,N/A
Iowa CHIP,I4,96,2014-01-01,2015,N/A
Iowa,IA,19,2015-10-01,2010,MAX
Iowa,IA,19,2015-10-01,2011,MAX
Iowa,IA,19,2015-10-01,2012,MAX
Iowa,IA,19,2015-10-01,2013,MAX
Iowa,IA,19,2015-10-01,2014,MAX
Iowa,IA,19,2015-10-01,2015,MAX-T
Iowa,IA,19,2015-10-01,2016,TAF
Iowa,IA,19,2015-10-01,2017,TAF
Iowa,IA,19,2015-10-01,2018,TAF
Iowa,IA,19,2015-10-01,2019,TAF
Iowa,IA,19,2015-10-01,2020,TAF
Iowa,IA,19,2015-10-01,2021,TAF
Iowa,IA,19,2015-10-01,2022,TAF
Iowa,IA,19,2015-10-01,2023,TAF
Idaho,ID,16,2015-10-01,2010,MAX
Idaho,ID,16,2015-10-01,2011,MAX
Idaho,ID,16,2015-10-01,2012,MAX
Idaho,ID,16,2015-10-01,2013,MAX
Idaho,ID,16,2015-10-01,2014,MAX
Idaho,ID,16,2015-10-01,2015,MAX-T
Idaho,ID,16,2015-10-01,2016,TAF
Idaho,ID,16,2015-10-01,2017,TAF
Idaho,ID,16,2015-10-01,2018,TAF
Idaho,ID,16,2015-10-01,2019,TAF
Idaho,ID,16,2015-10-01,2020,TAF
Idaho,ID,16,2015-10-01,2021,TAF
Idaho,ID,16,2015-10-01,2022,TAF
Idaho,ID,16,2015-10-01,2023,TAF
Illinois,IL,17,2014-01-01,2010,MAX
Illinois,IL,17,2014-01-01,2011,MAX
Illinois,IL,17,2014-01-01,2012,MAX
Illinois,IL,17,2014-01-01,2013,MAX-T
Illinois,IL,17,2014-01-01,2014,TAF
Illinois,IL,17,2014-01-01,2015,TAF
Illinois,IL,17,2014-01-01,2016,TAF
Illinois,IL,17,2014-01-01,2017,TAF
Illinois,IL,17,2014-01-01,2018,TAF
Illinois,IL,17,2014-01-01,2019,TAF
Illinois,IL,17,2014-01-01,2020,TAF
Illinois,IL,17,2014-01-01,2021,TAF
Illinois,IL,17,2014-01-01,2022,TAF
Illinois,IL,17,2014-01-01,2023,TAF
Indiana,IN,18,2014-10-01,2010,MAX
Indiana,IN,18,2014-10-01,2011,MAX
Indiana,IN,18,2014-10-01,2012,MAX
Indiana,IN,18,2014-10-01,2013,MAX
Indiana,IN,18,2014-10-01,2014,MAX-T
Indiana,IN,18,2014-10-01,2015,TAF
Indiana,IN,18,2014-10-01,2016,TAF
Indiana,IN,18,2014-10-01,2017,TAF
Indiana,IN,18,2014-10-01,2018,TAF
Indiana,IN,18,2014-10-01,2019,TAF
Indiana,IN,18,2014-10-01,2020,TAF
Indiana,IN,18,2014-10-01,2021,TAF
Indiana,IN,18,2014-10-01,2022,TAF
Indiana,IN,18,2014-10-01,2023,TAF
Kansas,KS,20,2013-01-01,2010,MAX
Kansas,KS,20,2013-01-01,2011,MAX
Kansas,KS,20,2013-01-01,2012,MAX-T
Kansas,KS,20,2013-01-01,2013,MAX-T
Kansas,KS,20,2013-01-01,2014,TAF
Kansas,KS,20,2013-01-01,2015,TAF
Kansas,KS,20,2013-01-01,2016,TAF
Kansas,KS,20,2013-01-01,2017,TAF
Kansas,KS,20,2013-01-01,2018,TAF
Kansas,KS,20,2013-01-01,2019,TAF
Kansas,KS,20,2013-01-01,2020,TAF
Kansas,KS,20,2013-01-01,2021,TAF
Kansas,KS,20,2013-01-01,2022,TAF
Kansas,KS,20,2013-01-01,2023,TAF
Kentucky,KY,21,2014-07-01,2010,MAX
Kentucky,KY,21,2014-07-01,2011,MAX
Kentucky,KY,21,2014-07-01,2012,MAX
Kentucky,KY,21,2014-07-01,2013,MAX-T
Kentucky,KY,21,2014-07-01,2014,MAX-T
Kentucky,KY,21,2014-07-01,2015,TAF
Kentucky,KY,21,2014-07-01,2016,TAF
Kentucky,KY,21,2014-07-01,2017,TAF
Kentucky,KY,21,2014-07-01,2018,TAF
Kentucky,KY,21,2014-07-01,2019,TAF
Kentucky,KY,21,2014-07-01,2020,TAF
Kentucky,KY,21,2014-07-01,2021,TAF
Kentucky,KY,21,2014-07-01,2022,TAF
Kentucky,KY,21,2014-07-01,2023,TAF
Louisiana,LA,22,2015-10-01,2010,MAX
Louisiana,LA,22,2015-10-01,2011,MAX
Louisiana,LA,22,2015-10-01,2012,MAX
Louisiana,LA,22,2015-10-01,2013,MAX
Louisiana,LA,22,2015-10-01,2014,MAX
Louisiana,LA,22,2015-10-01,2015,MAX-T
Louisiana,LA,22,2015-10-01,2016,TAF
Louisiana,LA,22,2015-10-01,2017,TAF
Louisiana,LA,22,2015-10-01,2018,TAF
Louisiana,LA,22,2015-10-01,2019,TAF
Louisiana,LA,22,2015-10-01,2020,TAF
Louisiana,LA,22,2015-10-01,2021,TAF
Louisiana,LA,22,2015-10-01,2022,TAF
Louisiana,LA,22,2015-10-01,2023,TAF
Montana TPA,M8,94,2016-01-01,2010,N/A
Montana TPA,M8,94,2016-01-01,2011,N/A
Montana TPA,M8,94,2016-01-01,2012,N/A
Montana TPA,M8,94,2016-01-01,2013,N/A
Montana TPA,M8,94,2016-01-01,2014,N/A
Montana TPA,M8,94,2016-01-01,2015,N/A
Montana TPA,M8,94,2016-01-01,2016,N/A
Montana TPA,M8,94,2016-01-01,2017,TAF
Montana TPA,M8,94,2016-01-01,2018,TAF
Montana TPA,M8,94,2016-01-01,2019,TAF
Montana TPA,M8,94,2016-01-01,2020,TAF
Montana TPA,M8,94,2016-01-01,2021,TAF
Montana TPA,M8,94,2016-01-01,2022,TAF
Montana TPA,M8,94,2016-01-01,2023,TAF
Massachusetts,MA,25,2014-10-01,2010,MAX
Massachusetts,MA,25,2014-10-01,2011,MAX
Massachusetts,MA,25,2014-10-01,2012,MAX
Massachusetts,MA,25,2014-10-01,2013,MAX
Massachusetts,MA,25,2014-10-01,2014,MAX-T
Massachusetts,MA,25,2014-10-01,2015,TAF
Massachusetts,MA,25,2014-10-01,2016,TAF
Massachusetts,MA,25,2014-10-01,2017,TAF
Massachusetts,MA,25,2014-10-01,2018,TAF
Massachusetts,MA,25,2014-10-01,2019,TAF
Massachusetts,MA,25,2014-10-01,2020,TAF
Massachusetts,MA,25,2014-10-01,2021,TAF
Massachusetts,MA,25,2014-10-01,2022,TAF
Massachusetts,MA,25,2014-10-01,2023,TAF
Maryland,MD,24,2014-01-01,2010,MAX
Maryland,MD,24,2014-01-01,2011,MAX
Maryland,MD,24,2014-01-01,2012,MAX
Maryland,MD,24,2014-01-01,2013,MAX-T
Maryland,MD,24,2014-01-01,2014,TAF
Maryland,MD,24,2014-01-01,2015,TAF
Maryland,MD,24,2014-01-01,2016,TAF
Maryland,MD,24,2014-01-01,2017,TAF
Maryland,MD,24,2014-01-01,2018,TAF
Maryland,MD,24,2014-01-01,2019,TAF
Maryland,MD,24,2014-01-01,2020,TAF
Maryland,MD,24,2014-01-01,2021,TAF
Maryland,MD,24,2014-01-01,2022,TAF
Maryland,MD,24,2014-01-01,2023,TAF
Maine,ME,23,2014-01-01,2010,MAX
Maine,ME,23,2014-01-01,2011,MAX
Maine,ME,23,2014-01-01,2012,MAX
Maine,ME,23,2014-01-01,2013,MAX-T
Maine,ME,23,2014-01-01,2014,TAF
Maine,ME,23,2014-01-01,2015,TAF
Maine,ME,23,2014-01-01,2016,TAF
Maine,ME,23,2014-01-01,2017,TAF
Maine,ME,23,2014-01-01,2018,TAF
Maine,ME,23,2014-01-01,2019,TAF
Maine,ME,23,2014-01-01,2020,TAF
Maine,ME,23,2014-01-01,2021,TAF
Maine,ME,23,2014-01-01,2022,TAF
Maine,ME,23,2014-01-01,2023,TAF
Michigan,MI,26,2015-10-01,2010,MAX
Michigan,MI,26,2015-10-01,2011,MAX
Michigan,MI,26,2015-10-01,2012,MAX
Michigan,MI,26,2015-10-01,2013,MAX
Michigan,MI,26,2015-10-01,2014,MAX
Michigan,MI,26,2015-10-01,2015,MAX-T
Michigan,MI,26,2015-10-01,2016,TAF
Michigan,MI,26,2015-10-01,2017,TAF
Michigan,MI,26,2015-10-01,2018,TAF
Michigan,MI,26,2015-10-01,2019,TAF
Michigan,MI,26,2015-10-01,2020,TAF
Michigan,MI,26,2015-10-01,2021,TAF
Michigan,MI,26,2015-10-01,2022,TAF
Michigan,MI,26,2015-10-01,2023,TAF
Minnesota,MN,27,2015-10-01,2010,MAX
Minnesota,MN,27,2015-10-01,2011,MAX
Minnesota,MN,27,2015-10-01,2012,MAX
Minnesota,MN,27,2015-10-01,2013,MAX
Minnesota,MN,27,2015-10-01,2014,MAX
Minnesota,MN,27,2015-10-01,2015,MAX-T
Minnesota,MN,27,2015-10-01,2016,TAF
Minnesota,MN,27,2015-10-01,2017,TAF
Minnesota,MN,27,2015-10-01,2018,TAF
Minnesota,MN,27,2015-10-01,2019,TAF
Minnesota,MN,27,2015-10-01,2020,TAF
Minnesota,MN,27,2015-10-01,2021,TAF
Minnesota,MN,27,2015-10-01,2022,TAF
Minnesota,MN,27,2015-10-01,2023,TAF
Missouri,MO,29,2015-10-01,2010,MAX
Missouri,MO,29,2015-10-01,2011,MAX
Missouri,MO,29,2015-10-01,2012,MAX
Missouri,MO,29,2015-10-01,2013,MAX
Missouri,MO,29,2015-10-01,2014,MAX
Missouri,MO,29,2015-10-01,2015,MAX-T
Missouri,MO,29,2015-10-01,2016,TAF
Missouri,MO,29,2015-10-01,2017,TAF
Missouri,MO,29,2015-10-01,2018,TAF
Missouri,MO,29,2015-10-01,2019,TAF
Missouri,MO,29,2015-10-01,2020,TAF
Missouri,MO,29,2015-10-01,2021,TAF
Missouri,MO,29,2015-10-01,2022,TAF
Missouri,MO,29,2015-10-01,2023,TAF
Mississippi,MS,28,2015-10-01,2010,MAX
Mississippi,MS,28,2015-10-01,2011,MAX
Mississippi,MS,28,2015-10-01,2012,MAX
Mississippi,MS,28,2015-10-01,2013,MAX
Mississippi,MS,28,2015-10-01,2014,MAX
Mississippi,MS,28,2015-10-01,2015,MAX-T
Mississippi,MS,28,2015-10-01,2016,TAF
Mississippi,MS,28,2015-10-01,2017,TAF
Mississippi,MS,28,2015-10-01,2018,TAF
Mississippi,MS,28,2015-10-01,2019,TAF
Mississippi,MS,28,2015-10-01,2020,TAF
Mississippi,MS,28,2015-10-01,2021,TAF
Mississippi,MS,28,2015-10-01,2022,TAF
Mississippi,MS,28,2015-10-01,2023,TAF
Montana,MT,30,2014-01-01,2010,MAX
Montana,MT,30,2014-01-01,2011,MAX
Montana,MT,30,2014-01-01,2012,MAX
Montana,MT,30,2014-01-01,2013,MAX-T
Montana,MT,30,2014-01-01,2014,TAF
Montana,MT,30,2014-01-01,2015,TAF
Montana,MT,30,2014-01-01,2016,TAF
Montana,MT,30,2014-01-01,2017,TAF
Montana,MT,30,2014-01-01,2018,TAF
Montana,MT,30,2014-01-01,2019,TAF
Montana,MT,30,2014-01-01,2020,TAF
Montana,MT,30,2014-01-01,2021,TAF
Montana,MT,30,2014-01-01,2022,TAF
Montana,MT,30,2014-01-01,2023,TAF
North Carolina,NC,37,2013-07-01,2010,MAX
North Carolina,NC,37,2013-07-01,2011,MAX
North Carolina,NC,37,2013-07-01,2012,MAX
North Carolina,NC,37,2013-07-01,2013,MAX-T
North Carolina,NC,37,2013-07-01,2014,TAF
North Carolina,NC,37,2013-07-01,2015,TAF
North Carolina,NC,37,2013-07-01,2016,TAF
North Carolina,NC,37,2013-07-01,2017,TAF
North Carolina,NC,37,2013-07-01,2018,TAF
North Carolina,NC,37,2013-07-01,2019,TAF
North Carolina,NC,37,2013-07-01,2020,TAF
North Carolina,NC,37,2013-07-01,2021,TAF
North Carolina,NC,37,2013-07-01,2022,TAF
North Carolina,NC,37,2013-07-01,2023,TAF
North Dakota,ND,38,2014-01-01,2010,MAX
North Dakota,ND,38,2014-01-01,2011,MAX
North Dakota,ND,38,2014-01-01,2012,MAX
North Dakota,ND,38,2014-01-01,2013,MAX-T
North Dakota,ND,38,2014-01-01,2014,TAF
North Dakota,ND,38,2014-01-01,2015,TAF
North Dakota,ND,38,2014-01-01,2016,TAF
North Dakota,ND,38,2014-01-01,2017,TAF
North Dakota,ND,38,2014-01-01,2018,TAF
North Dakota,ND,38,2014-01-01,2019,TAF
North Dakota,ND,38,2014-01-01,2020,TAF
North Dakota,ND,38,2014-01-01,2021,TAF
North Dakota,ND,38,2014-01-01,2022,TAF
North Dakota,ND,38,2014-01-01,2023,TAF
Nebraska,NE,31,2014-01-01,2010,MAX
Nebraska,NE,31,2014-01-01,2011,MAX
Nebraska,NE,31,2014-01-01,2012,MAX
Nebraska,NE,31,2014-01-01,2013,MAX-T
Nebraska,NE,31,2014-01-01,2014,TAF
Nebraska,NE,31,2014-01-01,2015,TAF
Nebraska,NE,31,2014-01-01,2016,TAF
Nebraska,NE,31,2014-01-01,2017,TAF
Nebraska,NE,31,2014-01-01,2018,TAF
Nebraska,NE,31,2014-01-01,2019,TAF
Nebraska,NE,31,2014-01-01,2020,TAF
Nebraska,NE,31,2014-01-01,2021,TAF
Nebraska,NE,31,2014-01-01,2022,TAF
Nebraska,NE,31,2014-01-01,2023,TAF
New Hampshire,NH,33,2014-01-01,2010,MAX
New Hampshire,NH,33,2014-01-01,2011,MAX
New Hampshire,NH,33,2014-01-01,2012,MAX
New Hampshire,NH,33,2014-01-01,2013,MAX-T
New Hampshire,NH,33,2014-01-01,2014,TAF
New Hampshire,NH,33,2014-01-01,2015,TAF
New Hampshire,NH,33,2014-01-01,2016,TAF
New Hampshire,NH,33,2014-01-01,2017,TAF
New Hampshire,NH,33,2014-01-01,2018,TAF
New Hampshire,NH,33,2014-01-01,2019,TAF
New Hampshire,NH,33,2014-01-01,2020,TAF
New Hampshire,NH,33,2014-01-01,2021,TAF
New Hampshire,NH,33,2014-01-01,2022,TAF
New Hampshire,NH,33,2014-01-01,2023,TAF
New Jersey,NJ,34,2015-10-01,2010,MAX
New Jersey,NJ,34,2015-10-01,2011,MAX
New Jersey,NJ,34,2015-10-01,2012,MAX
New Jersey,NJ,34,2015-10-01,2013,MAX
New Jersey,NJ,34,2015-10-01,2014,MAX
New Jersey,NJ,34,2015-10-01,2015,MAX-T
New Jersey,NJ,34,2015-10-01,2016,TAF
New Jersey,NJ,34,2015-10-01,2017,TAF
New Jersey,NJ,34,2015-10-01,2018,TAF
New Jersey,NJ,34,2015-10-01,2019,TAF
New Jersey,NJ,34,2015-10-01,2020,TAF
New Jersey,NJ,34,2015-10-01,2021,TAF
New Jersey,NJ,34,2015-10-01,2022,TAF
New Jersey,NJ,34,2015-10-01,2023,TAF
New Mexico,NM,35,2014-01-01,2010,MAX
New Mexico,NM,35,2014-01-01,2011,MAX
New Mexico,NM,35,2014-01-01,2012,MAX
New Mexico,NM,35,2014-01-01,2013,MAX-T
New Mexico,NM,35,2014-01-01,2014,TAF
New Mexico,NM,35,2014-01-01,2015,TAF
New Mexico,NM,35,2014-01-01,2016,TAF
New Mexico,NM,35,2014-01-01,2017,TAF
New Mexico,NM,35,2014-01-01,2018,TAF
New Mexico,NM,35,2014-01-01,2019,TAF
New Mexico,NM,35,2014-01-01,2020,TAF
New Mexico,NM,35,2014-01-01,2021,TAF
New Mexico,NM,35,2014-01-01,2022,TAF
New Mexico,NM,35,2014-01-01,2023,TAF
Nevada,NV,32,2014-01-01,2010,MAX
Nevada,NV,32,2014-01-01,2011,MAX
Nevada,NV,32,2014-01-01,2012,MAX
Nevada,NV,32,2014-01-01,2013,MAX-T
Nevada,NV,32,2014-01-01,2014,TAF
Nevada,NV,32,2014-01-01,2015,TAF
Nevada,NV,32,2014-01-01,2016,TAF
Nevada,NV,32,2014-01-01,2017,TAF
Nevada,NV,32,2014-01-01,2018,TAF
Nevada,NV,32,2014-01-01,2019,TAF
Nevada,NV,32,2014-01-01,2020,TAF
Nevada,NV,32,2014-01-01,2021,TAF
Nevada,NV,32,2014-01-01,2022,TAF
Nevada,NV,32,2014-01-01,2023,TAF
New York,NY,36,2015-07-01,2010,MAX
New York,NY,36,2015-07-01,2011,MAX
New York,NY,36,2015-07-01,2012,MAX
New York,NY,36,2015-07-01,2013,MAX
New York,NY,36,2015-07-01,2014,MAX-T
New York,NY,36,2015-07-01,2015,MAX-T
New York,NY,36,2015-07-01,2016,TAF
New York,NY,36,2015-07-01,2017,TAF
New York,NY,36,2015-07-01,2018,TAF
New York,NY,36,2015-07-01,2019,TAF
New York,NY,36,2015-07-01,2020,TAF
New York,NY,36,2015-07-01,2021,TAF
New York,NY,36,2015-07-01,2022,TAF
New York,NY,36,2015-07-01,2023,TAF
Ohio,OH,39,2014-10-01,2010,MAX
Ohio,OH,39,2014-10-01,2011,MAX
Ohio,OH,39,2014-10-01,2012,MAX
Ohio,OH,39,2014-10-01,2013,MAX
Ohio,OH,39,2014-10-01,2014,MAX-T
Ohio,OH,39,2014-10-01,2015,TAF
Ohio,OH,39,2014-10-01,2016,TAF
Ohio,OH,39,2014-10-01,2017,TAF
Ohio,OH,39,2014-10-01,2018,TAF
Ohio,OH,39,2014-10-01,2019,TAF
Ohio,OH,39,2014-10-01,2020,TAF
Ohio,OH,39,2014-10-01,2021,TAF
Ohio,OH,39,2014-10-01,2022,TAF
Ohio,OH,39,2014-10-01,2023,TAF
Oklahoma,OK,40,2014-10-01,2010,MAX
Oklahoma,OK,40,2014-10-01,2011,MAX
Oklahoma,OK,40,2014-10-01,2012,MAX
Oklahoma,OK,40,2014-10-01,2013,MAX
Oklahoma,OK,40,2014-10-01,2014,MAX-T
Oklahoma,OK,40,2014-10-01,2015,TAF
Oklahoma,OK,40,2014-10-01,2016,TAF
Oklahoma,OK,40,2014-10-01,2017,TAF
Oklahoma,OK,40,2014-10-01,2018,TAF
Oklahoma,OK,40,2014-10-01,2019,TAF
Oklahoma,OK,40,2014-10-01,2020,TAF
Oklahoma,OK,40,2014-10-01,2021,TAF
Oklahoma,OK,40,2014-10-01,2022,TAF
Oklahoma,OK,40,2014-10-01,2023,TAF
Oregon,OR,41,2015-07-01,2010,MAX
Oregon,OR,41,2015-07-01,2011,MAX
Oregon,OR,41,2015-07-01,2012,MAX
Oregon,OR,41,2015-07-01,2013,MAX
Oregon,OR,41,2015-07-01,2014,MAX-T
Oregon,OR,41,2015-07-01,2015,MAX-T
Oregon,OR,41,2015-07-01,2016,TAF
Oregon,OR,41,2015-07-01,2017,TAF
Oregon,OR,41,2015-07-01,2018,TAF
Oregon,OR,41,2015-07-01,2019,TAF
Oregon,OR,41,2015-07-01,2020,TAF
Oregon,OR,41,2015-07-01,2021,TAF
Oregon,OR,41,2015-07-01,2022,TAF
Oregon,OR,41,2015-07-01,2023,TAF
"Pennsylvania
CHIP",P1,97,2014-01-01,2010,N/A
"Pennsylvania
CHIP",P1,97,2014-01-01,2011,N/A
"Pennsylvania
CHIP",P1,97,2014-01-01,2012,N/A
"Pennsylvania
CHIP",P1,97,2014-01-01,2013,N/A
"Pennsylvania
CHIP",P1,97,2014-01-01,2014,N/A
